body_type,drinks,drugs,height,income,orientation,sex,smokes,status,record,new_sign,new_religion,age
7,3,1,64,-1.0,3,2,1,1,1148,5,1,23.0
3,4,2,68,-1.0,1,1,1,1,1151,11,2,37.0
6,3,2,71,20000.0,1,1,5,1,1153,7,1,18.0
4,3,1,71,-1.0,1,1,1,1,1155,7,2,33.0
6,2,1,71,20000.0,1,1,1,1,1157,5,1,21.0
6,3,2,73,30000.0,1,1,5,1,1158,4,1,28.0
6,2,1,72,-1.0,1,1,1,1,1165,7,9,63.0
4,3,1,69,30000.0,1,1,1,1,1166,7,5,25.0
10,2,1,71,-1.0,4,1,1,1,1171,3,9,24.0
4,3,1,69,250000.0,1,1,1,1,1172,11,3,30.0
3,2,1,65,-1.0,1,2,1,1,1176,1,3,25.0
2,2,1,70,80000.0,3,2,1,3,1177,4,1,25.0
4,3,1,75,-1.0,1,1,1,1,1180,4,3,27.0
7,3,1,67,50000.0,1,2,1,1,1184,2,9,34.0
3,3,1,63,-1.0,1,2,1,1,1185,4,3,30.0
4,3,1,74,50000.0,1,1,1,1,1186,5,4,27.0
4,1,1,70,40000.0,1,1,1,1,1191,3,7,25.0
6,3,1,69,-1.0,1,2,1,1,1192,2,1,24.0
4,3,1,73,-1.0,4,1,1,1,1196,4,2,28.0
6,3,1,76,-1.0,1,1,1,1,1202,1,1,23.0
6,2,1,72,-1.0,4,1,1,1,1206,10,3,37.0
3,3,1,73,-1.0,1,1,1,1,1208,4,1,37.0
6,3,1,73,-1.0,1,1,1,1,1210,5,2,42.0
3,3,1,70,-1.0,1,1,1,1,1223,6,1,27.0
4,3,1,73,-1.0,1,1,1,1,1237,8,3,35.0
4,3,2,68,-1.0,1,1,5,1,1240,2,2,20.0
3,3,1,72,100000.0,4,1,1,1,1241,5,5,24.0
6,2,2,69,-1.0,1,1,1,1,1244,6,2,37.0
4,1,1,69,-1.0,1,1,1,1,1246,12,2,18.0
3,3,1,71,-1.0,1,1,1,1,1248,7,9,25.0
7,3,1,70,-1.0,1,1,1,1,1249,1,5,28.0
7,3,1,78,-1.0,1,1,1,1,1250,10,2,26.0
3,2,1,65,-1.0,1,2,1,1,1254,3,3,31.0
2,3,1,66,-1.0,1,2,1,1,1257,6,4,35.0
6,3,1,71,-1.0,1,1,1,1,1265,6,5,29.0
4,3,1,70,-1.0,1,1,1,1,1268,12,2,24.0
6,2,1,68,-1.0,1,2,1,1,1270,9,4,64.0
4,3,1,64,-1.0,3,2,1,1,1271,11,4,30.0
2,1,1,69,-1.0,4,2,1,1,1274,12,1,21.0
6,3,1,69,-1.0,1,2,1,1,1276,1,3,56.0
3,3,1,70,80000.0,1,1,1,1,1281,6,2,24.0
4,3,1,68,1000000.0,1,2,1,1,1282,11,9,25.0
4,3,1,69,-1.0,1,1,3,1,1287,1,5,29.0
9,3,1,66,-1.0,3,2,1,1,1290,1,5,34.0
6,2,1,70,70000.0,4,1,1,1,1297,4,5,42.0
3,3,1,68,-1.0,1,1,1,1,1298,2,1,25.0
2,3,1,67,-1.0,1,1,1,1,1300,12,4,30.0
7,3,1,71,60000.0,1,1,5,1,1301,12,9,25.0
5,3,1,64,-1.0,1,2,1,1,1302,9,9,25.0
3,4,1,68,-1.0,1,2,1,1,1304,2,9,25.0
4,3,1,69,-1.0,1,1,1,1,1307,5,5,39.0
3,3,1,71,-1.0,1,1,1,1,1309,6,9,46.0
4,2,1,72,-1.0,4,1,1,1,1311,6,2,30.0
3,1,1,72,-1.0,1,1,1,1,1313,4,9,35.0
6,3,1,69,-1.0,1,1,1,1,1315,7,3,28.0
7,3,1,71,-1.0,1,1,1,1,1319,10,9,43.0
7,1,2,72,70000.0,1,1,1,1,1320,11,2,37.0
6,3,2,68,60000.0,1,1,2,1,1321,12,3,60.0
4,3,1,70,-1.0,1,1,1,1,1322,5,9,25.0
6,3,1,66,-1.0,1,2,1,1,1323,12,3,37.0
3,3,1,68,-1.0,1,2,1,1,1324,2,6,40.0
2,3,1,64,-1.0,1,2,1,1,1325,5,1,29.0
4,3,1,74,-1.0,1,1,1,1,1327,2,7,30.0
1,3,1,68,-1.0,1,1,1,1,1328,11,1,27.0
7,3,1,70,-1.0,1,1,1,1,1329,12,7,25.0
4,3,1,68,-1.0,1,1,1,1,1332,12,1,26.0
6,3,1,68,-1.0,1,2,1,1,1337,8,9,41.0
3,3,1,62,50000.0,1,2,1,1,1339,11,1,30.0
4,3,1,70,-1.0,1,1,1,1,1340,9,7,26.0
3,4,2,73,-1.0,1,1,1,1,1348,2,1,31.0
8,2,1,70,-1.0,1,2,1,1,1352,8,1,38.0
7,3,1,72,-1.0,1,1,1,1,1356,7,9,23.0
3,2,1,72,60000.0,4,1,1,3,1358,10,2,29.0
1,1,1,70,-1.0,3,1,1,1,1360,10,2,27.0
9,3,1,63,-1.0,3,2,1,1,1363,6,2,35.0
4,3,1,75,20000.0,1,1,1,1,1364,7,1,23.0
7,1,1,77,-1.0,1,1,1,1,1365,7,1,26.0
4,4,2,72,1000000.0,1,1,1,1,1366,9,2,21.0
4,3,1,65,-1.0,1,2,1,1,1367,5,3,32.0
3,3,1,60,-1.0,1,2,1,1,1368,11,4,36.0
10,3,1,65,-1.0,3,2,1,4,1370,8,4,22.0
6,3,1,69,-1.0,1,1,1,1,1373,1,1,40.0
12,2,1,70,-1.0,4,2,1,1,1374,6,1,39.0
3,6,2,76,-1.0,1,1,1,1,1377,6,1,33.0
7,4,2,65,-1.0,1,2,3,1,1379,3,2,32.0
9,3,1,69,20000.0,1,1,3,4,1386,6,2,23.0
9,3,1,63,30000.0,1,2,1,1,1387,6,9,22.0
2,3,1,62,-1.0,1,2,1,1,1389,3,6,65.0
3,3,1,68,100000.0,1,1,1,1,1390,8,7,31.0
9,1,1,68,-1.0,1,2,3,1,1392,8,1,41.0
3,2,1,73,-1.0,1,1,1,1,1395,6,4,33.0
6,2,1,66,-1.0,1,1,1,1,1402,10,5,45.0
9,2,1,68,-1.0,1,2,1,1,1403,7,1,51.0
4,4,2,74,-1.0,1,1,5,1,1404,7,9,30.0
6,3,1,73,100000.0,1,1,1,1,1405,12,9,28.0
9,3,1,67,-1.0,1,2,1,1,1409,9,4,27.0
4,3,1,65,-1.0,1,2,1,1,1411,10,1,35.0
4,3,1,64,50000.0,4,2,1,1,1414,3,9,38.0
3,3,1,68,-1.0,1,1,1,1,1415,3,5,32.0
6,3,1,69,-1.0,1,1,1,1,1416,3,5,33.0
3,3,1,62,-1.0,1,2,1,1,1417,9,9,57.0
1,3,1,65,-1.0,4,2,1,1,1418,5,5,40.0
2,1,1,63,-1.0,3,2,1,1,1425,1,2,18.0
6,1,1,66,-1.0,4,2,1,1,1426,9,9,59.0
9,3,1,73,-1.0,1,2,1,1,1432,7,4,20.0
2,1,1,67,20000.0,1,1,1,1,1434,7,2,25.0
2,3,1,72,-1.0,1,1,1,1,1435,2,3,29.0
2,2,1,72,-1.0,1,1,1,1,1436,3,3,47.0
6,3,1,72,100000.0,1,1,1,1,1446,9,4,38.0
3,3,1,64,-1.0,1,1,1,1,1448,11,4,37.0
4,3,2,77,-1.0,1,1,1,1,1449,6,2,21.0
12,1,1,72,20000.0,1,1,5,1,1451,8,1,38.0
3,3,1,69,-1.0,1,1,1,1,1452,2,2,29.0
4,3,1,71,70000.0,1,1,1,1,1455,4,6,27.0
3,2,1,67,-1.0,1,1,1,1,1457,10,1,25.0
6,3,1,68,-1.0,1,1,1,1,1458,9,3,23.0
6,3,1,71,20000.0,1,1,1,1,1461,3,2,24.0
3,3,1,66,-1.0,1,2,1,1,1463,1,4,63.0
4,3,2,72,-1.0,1,1,1,1,1464,6,9,21.0
3,3,2,69,-1.0,4,1,2,1,1465,11,1,28.0
1,3,2,70,-1.0,1,1,1,1,1471,7,1,49.0
4,3,1,63,70000.0,1,2,1,1,1472,8,3,27.0
2,3,1,70,-1.0,1,1,1,1,1473,12,4,26.0
6,3,1,62,-1.0,1,2,1,1,1474,10,9,36.0
7,3,1,74,-1.0,1,1,1,1,1478,8,4,41.0
6,3,1,60,-1.0,1,2,1,1,1482,5,4,29.0
6,3,1,70,-1.0,1,1,1,1,1484,8,5,25.0
3,2,1,70,-1.0,1,1,1,1,1487,6,7,37.0
4,3,1,65,-1.0,1,2,1,1,1491,7,3,40.0
8,3,1,73,-1.0,1,1,2,1,1492,4,4,30.0
4,3,1,68,-1.0,1,1,1,1,1495,3,4,24.0
6,3,1,68,80000.0,1,1,1,1,1497,7,3,27.0
3,4,1,65,-1.0,1,2,1,1,1498,1,1,32.0
4,3,1,67,-1.0,1,2,1,1,1500,4,3,25.0
4,3,1,68,-1.0,1,1,1,1,1501,2,1,34.0
4,3,1,68,-1.0,1,1,1,1,1503,3,1,42.0
4,3,1,66,-1.0,1,2,1,1,1508,7,4,43.0
3,3,1,70,60000.0,1,1,1,1,1510,3,4,29.0
4,3,1,71,-1.0,1,1,1,1,1511,12,3,33.0
3,3,1,75,-1.0,1,1,1,1,1513,8,1,27.0
4,3,1,73,-1.0,1,1,1,1,1514,4,1,64.0
6,3,1,68,-1.0,1,1,1,1,1521,12,1,35.0
7,3,2,67,-1.0,1,1,1,2,1522,8,1,33.0
9,3,1,65,-1.0,1,2,1,1,1524,10,4,27.0
6,3,1,64,-1.0,1,2,1,1,1525,10,2,40.0
4,1,1,71,-1.0,1,1,1,4,1531,7,1,34.0
6,3,1,74,-1.0,1,1,1,1,1537,9,2,32.0
6,3,1,70,-1.0,1,1,1,1,1541,1,1,24.0
3,3,2,66,-1.0,1,1,1,1,1544,4,2,24.0
4,1,1,72,30000.0,1,1,1,1,1545,4,6,23.0
3,3,2,70,20000.0,1,1,1,1,1547,2,6,25.0
4,3,1,73,-1.0,1,1,1,1,1554,10,1,28.0
2,3,2,71,60000.0,1,1,5,1,1560,3,1,23.0
6,3,1,67,50000.0,1,1,1,1,1562,6,2,38.0
7,3,2,72,-1.0,3,1,3,1,1563,9,1,27.0
4,3,2,68,30000.0,1,1,1,1,1565,7,9,34.0
4,3,1,71,-1.0,1,1,1,1,1566,9,3,28.0
4,4,1,70,-1.0,1,1,1,1,1567,10,2,24.0
3,3,2,70,20000.0,1,1,1,1,1568,9,1,25.0
3,3,1,68,-1.0,1,1,5,1,1572,10,9,29.0
4,3,1,70,-1.0,1,1,1,1,1573,12,1,38.0
6,3,2,71,50000.0,1,1,5,1,1581,3,9,35.0
5,3,1,72,-1.0,1,1,1,1,1583,5,9,22.0
7,2,1,70,-1.0,1,1,1,1,1586,3,6,40.0
4,3,1,72,-1.0,1,1,1,1,1587,8,9,28.0
4,3,2,72,1000000.0,1,1,3,1,1590,1,9,27.0
2,2,1,70,-1.0,1,1,1,1,1594,12,2,33.0
3,3,1,70,-1.0,4,1,1,1,1598,1,2,25.0
3,1,1,74,100000.0,1,1,1,1,1599,8,9,36.0
4,3,1,74,-1.0,1,1,1,1,1600,8,1,28.0
4,3,1,69,40000.0,1,2,1,1,1606,11,9,39.0
9,3,2,70,100000.0,1,2,1,1,1608,1,2,37.0
7,3,1,67,60000.0,1,1,1,1,1609,7,3,42.0
4,1,1,72,-1.0,1,1,1,1,1610,2,9,62.0
4,3,1,70,100000.0,1,1,1,1,1614,4,4,41.0
2,6,2,72,-1.0,4,2,4,1,1616,10,2,25.0
3,3,1,71,-1.0,1,1,5,1,1621,5,9,25.0
7,1,1,70,-1.0,1,1,1,1,1636,6,1,25.0
1,3,1,64,-1.0,1,1,1,1,1637,3,6,24.0
4,2,1,71,-1.0,1,1,1,1,1638,11,4,28.0
6,3,1,72,150000.0,1,1,1,1,1639,12,1,35.0
4,3,2,71,-1.0,1,1,1,1,1640,11,2,29.0
4,2,1,71,40000.0,1,1,2,1,1642,4,9,43.0
10,3,1,75,80000.0,1,1,5,1,1643,5,2,27.0
6,3,1,69,-1.0,1,1,1,1,1649,5,7,24.0
2,3,1,62,-1.0,1,2,1,1,1653,1,6,25.0
8,3,1,67,60000.0,1,1,1,1,1655,4,2,37.0
3,3,1,65,40000.0,1,2,1,1,1659,11,5,42.0
6,3,1,62,-1.0,1,2,1,1,1665,5,3,44.0
4,3,1,61,-1.0,1,2,5,1,1666,2,8,29.0
3,3,1,67,-1.0,1,1,1,1,1672,5,3,28.0
6,4,2,67,-1.0,1,2,5,1,1674,12,2,25.0
6,3,1,69,80000.0,1,1,1,1,1675,7,1,22.0
3,3,1,72,50000.0,1,1,1,1,1677,7,9,28.0
4,3,1,75,150000.0,1,1,1,1,1679,3,3,36.0
4,3,2,71,-1.0,1,1,5,1,1680,3,9,26.0
6,2,1,63,-1.0,1,2,1,4,1681,8,2,28.0
6,2,1,66,-1.0,4,2,1,1,1683,3,6,23.0
6,2,1,62,-1.0,1,2,1,1,1684,4,9,33.0
3,3,1,62,-1.0,1,2,1,1,1686,9,6,53.0
6,2,1,62,-1.0,1,2,1,1,1689,5,2,25.0
4,3,1,66,-1.0,1,1,1,1,1694,11,4,24.0
4,3,2,70,-1.0,1,1,5,1,1696,4,5,22.0
4,3,1,74,70000.0,1,1,1,1,1697,1,4,32.0
3,3,1,66,-1.0,1,2,1,1,1698,8,2,32.0
2,3,1,62,-1.0,1,2,1,1,1699,3,4,25.0
4,4,1,68,-1.0,1,2,1,1,1701,9,3,22.0
10,3,1,68,-1.0,1,1,1,1,1706,4,3,39.0
6,3,1,64,20000.0,1,2,5,1,1708,11,5,19.0
9,3,1,64,-1.0,1,2,1,1,1714,10,4,30.0
6,4,1,62,-1.0,1,2,5,1,1715,7,2,36.0
6,2,1,63,30000.0,4,2,3,1,1717,1,2,28.0
3,3,1,68,-1.0,1,2,1,1,1723,7,9,32.0
6,3,1,67,-1.0,1,2,5,1,1725,1,3,32.0
10,3,2,68,-1.0,1,1,4,1,1727,3,2,29.0
4,3,1,73,-1.0,1,1,1,1,1728,10,7,27.0
2,3,1,72,-1.0,4,1,1,1,1732,5,1,38.0
3,3,1,73,-1.0,1,1,1,4,1735,3,2,31.0
3,3,2,74,-1.0,1,1,1,1,1738,4,2,26.0
4,3,1,67,-1.0,1,1,1,1,1741,6,6,58.0
4,3,1,70,-1.0,1,1,5,1,1746,8,1,31.0
10,3,1,72,-1.0,1,2,1,1,1747,9,9,40.0
4,3,1,69,100000.0,1,1,1,1,1749,10,6,47.0
4,3,1,66,-1.0,1,2,1,1,1750,2,3,27.0
4,3,1,66,100000.0,1,2,1,1,1752,3,4,45.0
4,3,1,64,-1.0,1,1,1,1,1753,12,3,38.0
4,3,1,72,100000.0,1,1,1,1,1755,10,1,45.0
2,3,1,63,-1.0,1,2,1,1,1756,3,6,29.0
4,3,1,70,80000.0,1,1,1,1,1757,1,1,27.0
6,3,1,74,1000000.0,3,1,3,1,1758,7,9,29.0
6,3,1,70,-1.0,1,1,1,1,1761,11,4,38.0
6,3,1,66,-1.0,1,1,1,1,1762,3,1,25.0
6,3,1,74,70000.0,1,1,1,1,1763,5,2,31.0
3,3,1,68,-1.0,1,1,1,1,1766,12,3,58.0
3,1,1,72,-1.0,1,1,1,1,1768,9,8,26.0
9,1,1,60,-1.0,1,2,4,1,1769,7,6,27.0
4,3,1,70,-1.0,1,2,1,1,1773,3,4,38.0
3,2,1,75,-1.0,1,1,1,1,1776,7,9,45.0
6,4,3,70,-1.0,1,1,1,1,1777,8,2,26.0
4,3,1,67,20000.0,1,2,1,1,1780,10,2,27.0
2,3,1,70,-1.0,1,2,1,1,1782,8,2,50.0
6,3,1,64,-1.0,1,2,1,1,1784,7,4,42.0
2,3,1,59,-1.0,4,2,1,1,1787,11,4,20.0
3,3,1,68,-1.0,1,1,1,1,1789,1,2,39.0
9,3,2,69,20000.0,4,2,1,1,1791,11,9,27.0
4,3,1,67,-1.0,1,1,1,1,1793,1,3,56.0
1,1,1,70,20000.0,1,1,1,1,1797,8,2,26.0
4,3,2,65,1000000.0,1,1,5,1,1799,6,5,30.0
2,3,1,70,-1.0,1,1,2,1,1801,3,1,22.0
4,3,1,67,-1.0,1,1,1,1,1806,9,4,36.0
9,3,1,64,-1.0,1,2,1,1,1807,3,2,39.0
3,3,1,67,-1.0,1,2,1,1,1808,6,3,28.0
4,4,1,71,100000.0,1,1,1,1,1810,11,2,31.0
4,3,1,71,-1.0,1,1,1,1,1811,3,1,57.0
4,3,2,69,150000.0,1,1,1,3,1814,8,2,38.0
4,1,1,71,-1.0,1,1,1,1,1817,9,7,36.0
2,2,1,69,-1.0,1,2,1,1,1824,1,1,30.0
4,3,1,69,-1.0,1,1,1,1,1825,7,3,39.0
6,4,1,69,-1.0,1,1,1,1,1832,12,9,31.0
8,1,1,66,20000.0,1,1,1,1,1833,5,3,20.0
7,2,2,69,-1.0,4,1,1,1,1834,3,5,39.0
3,3,1,67,-1.0,1,1,1,1,1841,5,6,34.0
4,3,2,70,-1.0,1,1,1,1,1843,8,1,32.0
3,3,1,68,-1.0,1,1,1,1,1848,7,9,26.0
3,3,1,67,-1.0,1,1,1,1,1850,2,1,29.0
9,3,2,64,40000.0,3,2,1,3,1853,10,6,31.0
9,3,1,65,-1.0,1,2,1,1,1855,11,9,59.0
7,2,1,63,-1.0,1,1,1,1,1856,6,4,37.0
4,4,1,62,-1.0,1,2,1,1,1857,6,3,26.0
4,3,2,69,-1.0,1,1,1,1,1860,12,1,23.0
6,4,2,66,40000.0,1,2,1,1,1861,12,9,27.0
6,2,1,72,-1.0,4,1,1,1,1863,1,9,26.0
6,1,2,69,-1.0,4,1,4,1,1874,8,9,35.0
2,3,1,71,80000.0,1,1,1,1,1875,10,2,45.0
3,3,1,70,-1.0,4,1,1,1,1876,9,4,30.0
6,4,2,75,-1.0,1,1,1,1,1881,4,3,24.0
3,3,2,69,-1.0,1,2,1,1,1883,11,2,42.0
6,3,1,66,-1.0,1,2,1,1,1884,5,1,20.0
3,3,1,60,-1.0,1,2,1,1,1885,5,6,37.0
6,3,1,69,-1.0,1,2,1,1,1888,6,1,23.0
6,3,1,74,-1.0,1,1,1,1,1891,4,1,32.0
1,3,1,74,-1.0,4,1,1,1,1893,9,3,22.0
3,3,1,70,-1.0,1,1,1,1,1896,9,5,43.0
3,1,1,70,50000.0,1,1,1,1,1900,7,3,64.0
1,4,2,71,-1.0,1,1,1,1,1902,2,1,33.0
2,2,1,67,-1.0,1,2,1,1,1904,10,9,29.0
6,3,2,62,-1.0,1,1,5,2,1905,5,3,26.0
3,3,1,69,-1.0,1,1,1,1,1908,5,5,49.0
8,3,2,70,-1.0,1,1,1,1,1910,2,1,24.0
8,1,1,64,-1.0,1,2,1,1,1914,9,9,36.0
6,2,1,77,-1.0,1,1,1,1,1916,11,2,29.0
4,1,1,73,150000.0,1,1,1,1,1926,5,1,50.0
4,3,1,68,100000.0,1,1,1,1,1928,3,9,35.0
2,1,2,70,-1.0,1,1,1,1,1930,7,1,25.0
3,3,1,72,-1.0,1,1,1,1,1932,3,2,29.0
3,3,1,65,-1.0,1,2,1,1,1934,7,2,25.0
6,2,1,64,20000.0,1,2,1,1,1936,7,5,22.0
6,1,2,70,20000.0,3,1,1,1,1937,5,2,25.0
4,3,1,69,50000.0,1,1,4,1,1938,6,3,27.0
12,1,1,62,-1.0,4,2,1,1,1943,8,9,39.0
3,3,1,65,-1.0,1,2,1,1,1946,9,4,23.0
6,2,1,71,-1.0,1,1,1,1,1948,1,2,23.0
6,1,1,66,50000.0,4,1,1,1,1950,1,4,61.0
6,2,1,65,-1.0,4,2,1,1,1951,6,5,21.0
3,3,1,65,-1.0,1,2,1,1,1954,10,3,22.0
9,3,2,70,20000.0,1,2,4,1,1956,6,9,24.0
1,1,1,64,-1.0,1,2,1,1,1957,5,3,20.0
1,4,2,63,-1.0,1,2,5,1,1958,4,9,24.0
6,3,1,77,60000.0,1,1,2,1,1961,4,9,48.0
2,3,1,62,-1.0,1,2,1,1,1964,10,1,23.0
9,3,2,65,-1.0,1,2,3,3,1967,8,1,37.0
6,3,1,65,-1.0,1,2,2,1,1968,5,2,22.0
4,1,1,72,-1.0,1,1,1,1,1972,11,8,19.0
4,2,1,62,-1.0,1,2,1,1,1974,8,9,37.0
12,3,1,67,-1.0,1,1,1,1,1976,3,1,25.0
6,2,1,61,80000.0,1,2,1,1,1980,7,1,32.0
3,4,2,68,-1.0,1,1,1,1,1984,11,3,28.0
6,3,1,71,-1.0,1,1,1,1,1985,9,1,23.0
6,3,1,64,-1.0,1,2,5,1,1986,11,2,30.0
4,3,1,69,1000000.0,1,1,1,1,1987,10,4,24.0
6,3,2,66,-1.0,1,2,1,1,1989,3,1,42.0
3,3,1,71,-1.0,1,1,1,1,1990,12,3,19.0
1,4,1,67,-1.0,4,1,5,1,1994,7,2,26.0
3,3,1,61,-1.0,4,2,1,3,1997,5,9,30.0
7,2,1,72,-1.0,4,1,1,1,2000,6,9,56.0
6,3,1,67,20000.0,1,1,1,4,2001,5,3,25.0
7,3,1,72,-1.0,1,1,1,1,2002,7,2,49.0
3,2,1,69,100000.0,1,1,1,1,2003,11,4,57.0
9,3,1,60,20000.0,3,2,1,3,2004,3,3,25.0
7,3,1,72,150000.0,4,1,1,1,2013,9,1,48.0
2,3,1,73,-1.0,1,1,1,1,2014,6,2,28.0
4,1,1,68,-1.0,4,1,1,1,2016,2,9,24.0
6,2,1,56,-1.0,1,2,1,1,2020,4,1,19.0
2,3,1,71,-1.0,4,1,1,1,2026,1,6,23.0
6,3,2,65,70000.0,1,1,1,1,2033,6,1,31.0
4,3,1,69,-1.0,1,2,1,1,2038,7,9,45.0
2,3,1,64,-1.0,1,2,1,1,2042,11,2,31.0
4,3,1,63,-1.0,1,2,1,1,2044,6,2,30.0
7,1,1,66,-1.0,1,2,4,1,2045,3,8,39.0
2,1,1,70,-1.0,1,1,1,1,2046,1,9,25.0
6,3,2,67,-1.0,1,2,1,1,2047,4,9,19.0
2,3,2,61,20000.0,1,2,3,1,2050,6,2,18.0
7,1,1,75,70000.0,1,1,1,3,2051,10,2,45.0
1,3,1,63,-1.0,1,2,1,1,2052,12,2,30.0
3,3,1,64,50000.0,4,2,5,4,2054,5,3,29.0
10,3,1,63,-1.0,1,2,1,1,2057,7,1,26.0
3,3,1,69,80000.0,1,1,1,1,2063,11,6,33.0
6,3,1,64,-1.0,1,2,1,1,2064,7,3,43.0
7,3,2,70,-1.0,1,1,4,1,2065,11,3,24.0
6,4,2,68,-1.0,1,1,1,1,2066,1,2,26.0
6,3,1,66,-1.0,1,1,1,1,2068,5,9,34.0
7,1,1,68,-1.0,4,1,1,1,2070,8,3,42.0
6,4,1,69,-1.0,1,1,5,1,2072,8,2,24.0
3,3,1,69,-1.0,1,1,1,1,2077,8,3,40.0
4,1,1,72,-1.0,1,1,1,1,2078,4,9,23.0
3,1,1,70,100000.0,1,1,1,1,2079,12,9,51.0
6,3,1,68,-1.0,1,1,1,1,2084,3,4,27.0
6,3,1,68,-1.0,4,1,1,1,2085,10,4,33.0
2,3,1,63,-1.0,1,2,1,1,2086,8,9,30.0
7,3,2,70,-1.0,1,1,5,1,2087,6,1,26.0
10,3,2,64,20000.0,3,2,3,4,2090,5,5,24.0
4,3,1,70,-1.0,1,1,1,1,2091,2,1,24.0
9,3,2,61,-1.0,1,2,5,1,2092,6,9,29.0
4,3,1,71,20000.0,1,1,1,1,2095,6,6,24.0
8,3,1,68,40000.0,1,1,1,1,2096,1,9,42.0
7,4,1,72,-1.0,1,1,1,1,2098,12,2,35.0
6,4,1,65,-1.0,4,2,2,1,2100,6,9,27.0
4,3,1,66,-1.0,1,1,1,1,2101,2,3,24.0
6,3,1,70,-1.0,1,2,1,1,2102,7,3,34.0
6,3,1,62,-1.0,1,2,1,1,2107,6,1,26.0
6,1,1,66,20000.0,3,2,1,3,2111,8,1,36.0
3,1,1,59,100000.0,1,2,1,1,2112,6,9,37.0
3,3,1,64,-1.0,1,2,1,1,2113,10,2,32.0
4,3,1,69,60000.0,1,1,1,1,2115,7,9,22.0
3,3,1,66,150000.0,1,1,1,1,2117,6,9,42.0
9,2,1,63,-1.0,1,2,1,2,2120,11,1,39.0
6,3,1,68,-1.0,1,1,1,1,2121,1,4,28.0
4,3,1,69,-1.0,1,1,1,1,2123,7,9,31.0
6,4,2,71,-1.0,1,1,3,1,2124,12,9,31.0
7,3,1,62,50000.0,1,2,1,1,2125,5,1,43.0
6,3,1,70,30000.0,1,1,1,1,2127,1,1,30.0
6,2,1,71,-1.0,1,1,1,1,2130,4,5,37.0
6,2,1,73,-1.0,1,1,1,1,2131,3,9,57.0
3,3,1,70,30000.0,1,2,1,1,2135,4,9,42.0
6,4,2,67,-1.0,4,1,3,1,2139,2,9,26.0
2,1,1,63,-1.0,1,2,1,1,2140,8,9,30.0
6,3,1,70,60000.0,1,1,2,1,2145,1,7,42.0
9,3,1,58,-1.0,1,2,1,1,2147,5,9,46.0
9,3,1,66,-1.0,1,2,1,4,2149,1,3,40.0
4,3,1,62,-1.0,1,2,1,1,2150,10,1,32.0
3,3,2,70,100000.0,3,1,1,3,2151,4,2,49.0
3,3,1,65,-1.0,1,2,3,1,2159,3,4,34.0
6,3,1,64,-1.0,1,2,1,1,2160,10,4,35.0
9,3,1,60,-1.0,1,2,1,4,2161,10,3,26.0
6,3,1,70,80000.0,1,1,1,1,2167,10,2,30.0
3,3,1,70,-1.0,1,1,1,1,2168,1,9,37.0
9,1,1,62,-1.0,1,2,1,1,2171,7,9,51.0
2,2,1,68,-1.0,1,2,1,1,2172,1,2,31.0
4,1,1,68,-1.0,4,1,1,1,2176,8,9,33.0
6,2,1,66,-1.0,4,2,5,1,2177,5,2,42.0
6,3,1,62,20000.0,1,2,1,1,2179,8,3,23.0
3,3,1,67,-1.0,1,2,1,1,2184,1,3,38.0
4,3,1,71,20000.0,1,1,1,1,2187,6,4,25.0
6,3,1,62,-1.0,4,2,2,1,2193,2,2,31.0
3,4,1,62,-1.0,1,2,1,1,2194,9,1,35.0
6,3,2,69,-1.0,4,1,5,3,2196,5,2,28.0
4,3,1,67,-1.0,1,1,1,1,2198,4,1,34.0
7,3,1,73,-1.0,1,1,1,1,2203,6,2,38.0
6,3,2,72,80000.0,1,1,3,1,2213,6,1,46.0
7,3,1,68,-1.0,1,2,1,1,2218,11,2,34.0
3,3,2,66,-1.0,1,1,1,4,2221,1,9,27.0
3,3,1,69,-1.0,1,1,1,1,2222,9,9,32.0
1,4,1,73,20000.0,1,1,2,1,2229,5,3,30.0
3,3,1,61,-1.0,1,2,1,1,2232,9,9,55.0
4,3,1,72,-1.0,1,1,1,1,2233,5,5,41.0
2,3,2,64,20000.0,3,2,4,1,2234,2,1,22.0
3,4,2,69,-1.0,1,2,1,1,2235,5,5,20.0
3,2,1,72,-1.0,1,1,1,1,2239,3,1,32.0
6,3,1,69,-1.0,1,1,4,1,2240,1,2,23.0
3,3,1,72,-1.0,1,1,1,1,2247,12,1,29.0
7,3,1,69,80000.0,1,1,1,1,2249,4,2,32.0
6,3,2,71,-1.0,3,1,1,3,2250,8,5,42.0
2,3,2,70,20000.0,1,1,1,1,2253,9,9,20.0
4,3,1,73,-1.0,1,1,1,1,2254,1,8,30.0
10,2,1,63,-1.0,4,2,1,1,2256,5,6,36.0
3,3,1,69,-1.0,4,1,1,1,2258,9,2,25.0
4,3,2,68,30000.0,1,1,2,1,2260,12,2,24.0
3,3,2,72,150000.0,1,1,1,4,2261,8,9,53.0
3,3,1,74,-1.0,1,1,1,1,2262,5,4,35.0
5,3,1,71,-1.0,1,1,1,1,2263,8,9,48.0
3,3,1,70,-1.0,1,1,1,1,2265,3,1,29.0
2,3,1,67,20000.0,4,1,1,1,2266,2,2,26.0
4,3,1,67,-1.0,1,1,1,1,2270,8,4,24.0
9,3,1,68,-1.0,3,2,1,3,2271,11,1,25.0
3,3,1,71,-1.0,1,1,1,1,2272,10,6,31.0
